ID,Ссылка на страницу с игрой,Название игры,Авторы,Издатель,Год выпуска,Платформа,Жанр,Дата выхода,Графика,Музыка,Язык интерфейса,Описание игры,Имя файла 1,Описание файла 1,Имя файла 2,Описание файла 2,Имя файла 3,Описание файла 3,Имя файла 4,Описание файла 4,Имя файла 5,Описание файла 5,Скриншот 1,Скриншот 2,Скриншот 3,Скриншот 4,Скриншот 5,Скриншот 6,Скриншот 7,Скриншот 8,Скриншот 9,Скриншот 10,Скриншот 11,Скриншот 12
839,https://r-games.net/839-bura.html,БУРА,Брызгалов Л.В.,Lion corp.,1995,БК0010,Азартная,1995,,,,Имя файла:bura.zip Формат:zip Размер:16.02 Kb Загружен:16-02-2011 13:27 Скачиваний:92 MD5:52a09ea625e3c707e151685d318d146c,burabec2.zip,,,,,,,,,,,,,,,,,,,,,
892,https://r-games.net/892-byki-i-korovy-focal.html,БЫКИ И КОРОВЫ (FOCAL),,,,БК0010 ФОКАЛ,Логическая,,,,,Имя файла:byk_foc.zip Формат:zip Размер:2.64 Kb Загружен:16-02-2011 18:49 Скачиваний:86 MD5:840b3289bf06d20dcfbfafd4d2433337,byk_foc7840.zip,,,,,,,,,,,,,,,,,,,,,
789,https://r-games.net/789-v-logove.html,В ЛОГОВЕ,Важенцев C.,MCS,,БК0010,Драки,,,,Русский,Имя файла:logovo.zip Формат:zip Размер:13.27 Kb Загружен:15-02-2011 14:13 Скачиваний:77 MD5:584810514bd9088ce90f3b2e3d8b44e8,logovo1da0.zip,,,,,,,,,,,,,,,,,,,,,
48259,https://r-games.net/48259-v-tihom-omute.html,В ТИХОМ ОМУТЕ,,DDV,,БК0010,Аркада,,,,Русский,"Вы обычных лягух, живущий в болоте. Что Вам нужно для счастья, кислород, не быть съеденным хищными рыбами, да и пару мошек на ужин. Имя файла:omut.zip Формат:zip Размер:5.39 Kb Загружен:25-07-2019 11:35 Скачиваний:71 MD5:013196f25b8b6013314c937cb94d2c9d",omut6927.zip,,,,,,,,,,,,,,,,,,,,,
20714,https://r-games.net/20714-vampir-focal.html,ВАМПИР (FOCAL),Кузьмин А.Ю.,,1986,БК0010 ФОКАЛ,"Аркада, Лабиринт",1986,,,,Имя файла:wampirfocal.zip Формат:zip Размер:3.19 Kb Загружен:06-05-2011 12:36 Скачиваний:190 MD5:8530e0f21dba031b56617121b38fc168,wampirfocala64f.zip,,,,,,,,,,,,,,,,,,,,,
430,https://r-games.net/430-vampir-beysik.html,ВАМПИР (БЕЙСИК),,,,БК0010-01 БЕЙСИК,Аркада,,,,Русский,Имя файла:wampirbasic.zip Формат:zip Размер:3.13 Kb Загружен:04-02-2011 15:53 Скачиваний:123 MD5:31090076e55b870fb92c5c49aa8cfe6a,wampirbasicc301.zip,,,,,,,,,,,,,,,,,,,,,
292,https://r-games.net/292-vertolet.html,ВЕРТОЛЕТ,Савин В.,SW corp.,1988,БК0010,Леталка-Стрелялка,1988,,,Русский,,vertoletsw572f.zip,,vertolet25dc8.zip,,,,,,,,1360752368_1.png,1360752317_2.png,1360752306_3.png,,,,,,,,,
291,https://r-games.net/291-vertolet-beysik.html,ВЕРТОЛЕТ (БЕЙСИК),LOD,,,БК0010,Леталка-Стрелялка,,,,,,vertole7f6.zip,,,,,,,,,,1360759218_1.png,1360759304_2.png,,,,,,,,,,
763,https://r-games.net/763-virazh.html,ВИРАЖ,Кузьмин А.Ю.,,1988,БК0010,Ралли,1988,,,Русский,Имя файла:virage.zip Формат:zip Размер:4.35 Kb Загружен:14-02-2011 18:32 Скачиваний:86 MD5:8a77aa30ae4330f04d6f3145cc305fb3,virageaaf3.zip,,,,,,,,,,,,,,,,,,,,,
30972,https://r-games.net/30972-vovka-reklama.html,ВОВКА (БЕЙСИК),Деев А.,AAD Corp.,1992,БК0010-01 БЕЙСИК,Демо,1992,,,,,Vovka5815.zip,,,,,,,,,,1358773957_1.png,1358773956_2.png,,,,,,,,,,
20715,https://r-games.net/20715-vozdushnyy-boy-beysik-87.html,ВОЗДУШНЫЙ БОЙ (БЕЙСИК),Кузьмин А.Ю.,,1985,БК0010-01 БЕЙСИК,,1985,,,,Имя файла:vozboyfor-basic87.zip Формат:zip Размер:13.85 Kb Загружен:06-05-2011 12:55 Скачиваний:101 MD5:49eb2f731f124d2e8d7c7345dabbdf34,vozboyfor-basic87ff60.zip,,,,,,,,,,,,,,,,,,,,,
179,https://r-games.net/179-vozdushnyy-boy-reklama-swcorp.html,ВОЗДУШНЫЙ БОЙ + РЕКЛАМА SW CORP,Савин В.,SW corp.,1989,БК0010,Реклама,1989,,,,,reklamabke141.zip,,,,,,,,,,1395722156_r-games.net_2.png,1395722130_r-games.net_1.png,1395722127_r-games.net_3.png,1395722124_r-games.net_6.png,1395722134_r-games.net_4.png,1395722156_r-games.net_5.png,,,,,,
31719,https://r-games.net/31719-voydi-v-zamok-beysik.html,ВОЙДИ В ЗАМОК (БЕЙСИК),"Сергеев А.В., Осипова Т.Г.",,,БК0010-01 БЕЙСИК,"Логическая, Обучающая",,,,Русский,Образовательная игра. Вы приходите в замок где на страже стоит рыцарь. Для того чтобы попасть в замок нужно правильно ответить на вопрос.,CASTLEe2f1.zip,,,,,,,,,,1371798141_1.png,1473409460_2.png,1473409431_3.png,1473409485_4.png,1473409463_5.png,,,,,,,
432,https://r-games.net/432-voyna-13.html,ВОЙНА 13,,,1994,БК0010,Аркада,1994,,,,"Вариант игры для двоих. Один человек управляет пушкой, другой силами противника.",war1331ca.zip,,,,,,,,,,1343126521_1.jpg,1343126805_2.jpg,,,,,,,,,,
27149,https://r-games.net/27149-voyna-zulu-bk0011m.html,ВОЙНА ЗУЛУ (БК0011М),Севостьянов Олег,СОК CORPORATION,,БК0011М,"Демо, Стратегия",,,,Русский,До наших дней дошла только демонстрационная версия игры.,ZuluWar29e3.zip,,,,,,,,,,1343372027_1.jpg,1343372042_2.jpg,1343371996_3.jpg,1343372075_4.jpg,1343372007_5.jpg,1343372059_6.jpg,1343372070_7.jpg,,,,,
790,https://r-games.net/790-vostochnyy-koridor.html,ВОСТОЧНЫЙ КОРИДОР,Дженгуров Г.В.,АКТ,,БК0010,Драки,,,,Русский,Имя файла:vostochnij_koridor.zip Формат:zip Размер:5.72 Kb Загружен:15-02-2011 14:16 Скачиваний:84 MD5:fef98570444eb255900f9e8bc7efabcf,vostochnij_koridor5139.zip,,,,,,,,,,,,,,,,,,,,,
294,https://r-games.net/294-vtorzhenie-asr-corp.html,ВТОРЖЕНИЕ (ASR CORP.),Лузянин Д.,ASR corp.,1988,БК0010,Леталка-Стрелялка,1988,,,Русский,На Землю вторглись злобные инопланетяне. Вы единственная надежда на спасение.,vtorzhenie_asre80f.7z,,,,,,,,,,1360587270_1.png,1360587218_2.png,,,,,,,,,,
295,https://r-games.net/295-vtorzhenie-lspcorp.html,ВТОРЖЕНИЕ (LSPCORP),Лузянин Д.,LSPcorp,1990,БК0010,Леталка-Стрелялка,1990,,,Русский,,vtorzhenie_lsp3109.7z,,,,,,,,,,1360586567_2.png,1360586567_1.png,1360586587_3.png,,,,,,,,,
296,https://r-games.net/296-vtorzhenie-v12.html,ВТОРЖЕНИЕ V1.2,Лузянин Д.,,1988,БК0010,Леталка-Стрелялка,1988,,,,,vtorzhenie_v1_2f2e4.7z,,,,,,,,,,1360586157_1.png,1360586175_2.png,,,,,,,,,,
297,https://r-games.net/297-vulkan.html,ВУЛКАН,RADS corp.,,,БК0010,Леталка-Стрелялка,,,,Русский,"Началось извержение вулкана. Исследовательская станция оказалась отрезанной от остального мира. Один путь, вертолетом переправить всех сотрудников станции в безопасное место.",vulkan_rade_corpd5b8.zip,,,,,,,,,,1360585743_1.png,1360585711_2.png,1360585731_3.png,,,,,,,,,
433,https://r-games.net/433-gamma-10.html,ГАММА10,Кузьмин А.Ю.,,1986,БК0010,Аркада,1986,,,Русский,"Ваша цель, выходя на планету, пополнять топливо модуля, а находясь на базе, сбивать метеориты.",gamma100a2c.7z,,,,,,,,,,1343126119_1.jpg,1296824837_1.jpg,1296824883_2.jpg,,,,,,,,,
735,https://r-games.net/735-golkonda-v03111990.html,ГОЛКОНДА V.03.11.1990,Робустов Д.,MRcorp,1990,БК0010,Лабиринт,03.11.1990,,,Русский / Английский,Имя файла:golkonda.zip Формат:zip Размер:7 Kb Загружен:14-02-2011 15:58 Скачиваний:144 MD5:d2a43b638ad3c3ad83c61d31b748b48c,golkonda9ead.zip,,,,,,,,,,,,,,,,,,,,,
565,https://r-games.net/565-gomoku.html,ГОМОКУ,Коноплев П.,,,БК0010,Логическая,,,,Русский,Имя файла:gomoku.zip Формат:zip Размер:1.66 Kb Загружен:09-02-2011 00:48 Скачиваний:68 MD5:8c6ed226061e0d5a4d6240d35ca36cf6,gomoku2a28.zip,,,,,,,,,,,,,,,,,,,,,
764,https://r-games.net/764-gonka.html,ГОНКА,Дженгуров Г.В.,АКТ,,БК0010,Ралли,,,,Русский,Имя файла:gonka.7z Формат:7z Размер:5.29 Kb Загружен:14-02-2011 18:35 Скачиваний:102 MD5:d09a5cd5ffffc79ca764afbe8c1cc9fc,gonka8520.7z,,,,,,,,,,,,,,,,,,,,,
566,https://r-games.net/566-gonki.html,ГОНКИ,Власова И.,НИИ ФТТ. ЛГУ им.П.Стучки,1986,БК0010,Логическая,1986,,,Русский,Имя файла:gonki.zip Формат:zip Размер:6.88 Kb Загружен:09-02-2011 00:50 Скачиваний:76 MD5:301a7c5332a309ddf01a2f06932f4762,gonki3316.zip,,,,,,,,,,,,,,,,,,,,,
31679,https://r-games.net/31679-gonki-na-vyzhivanie-beysik.html,ГОНКИ НА ВЫЖИВАНИЕ (БЕЙСИК),APcorp.,,1994,БК0010-01 БЕЙСИК,Аркада,1994,,,Русский,В архиве 2 версии игры:,RACES564c.zip,,,,,,,,,,,,,,,,,,,,,
765,https://r-games.net/765-gonki-na-zimnem-ozere-focal.html,ГОНКИ НА ЗИМНЕМ ОЗЕРЕ (FOCAL),Бойко А.,,1986,БК0010 ФОКАЛ,Логическая,1986,,,,Имя файла:skyrace_foc.zip Формат:zip Размер:6.29 Kb Загружен:14-02-2011 18:40 Скачиваний:70 MD5:f0ef5c2bf003c43f9c30b40018d9eb1f,skyrace_foc7c04.zip,,,,,,,,,,,,,,,,,,,,,
203,https://r-games.net/203-gorodki.html,ГОРОДКИ,Романов,,1987,БК0010,Спортивная,1987,,,,Игра на тренировку реакции и внимательности. По мотивам древне-русской игры Городки.,gorodkif1e3.zip,,,,,,,,,,1395403836_r-games.net_1.png,1395403865_r-games.net_2.png,1395403845_r-games.net_3.png,1395403843_r-games.net_4.png,1395403828_r-games.net_5.png,,,,,,,
20716,https://r-games.net/20716-grazhdanskaya-voyna-v-ssha-focal.html,ГРАЖДАНСКАЯ ВОЙНА В США (FOCAL),,,,БК0010 ФОКАЛ,"Стратегия, Логическая",,,,,"Идет Гражданская война в США. Играя, Вы даете ответы на вопросы БК. Помните что все факторы взаимосвязаны и что Ваши ответы могут изменить историю. Факты и действующие лица - достоверны. В основном все сражения заканчиваются так как было на самом деле, но все зависит от Вас! Цель игры - выиграть как можно больше сражений. ",grazh_war_usafocal37e0.zip,,,,,,,,,,1304664957_2.jpg,,,,,,,,,,,
20717,https://r-games.net/20717-dama.html,ДАМА,CAV,,,БК0010,Разное,,,,,Имя файла:dama.zip Формат:zip Размер:4.34 Kb Загружен:06-05-2011 15:06 Скачиваний:80 MD5:04c2c1d4d278fc91ce342b31a606034b,dama6eb5.zip,,,,,,,,,,,,,,,,,,,,,
567,https://r-games.net/567-dva-negra.html,ДВА НЕГРА,"Лимонов А., Мубинов Н.",SMASH Corp.,1992,БК0010,Логическая,1992,Мубинов Н.,,,"Эта игра пришла к нам с юго-восточных берегов Африки. На местном языке она называется ""Шуба тум"", что в переводе означает ""Два негра""",2negra40fc.zip,,,,,,,,,,,,,,,,,,,,,
859,https://r-games.net/859-2-imperii.html,ДВЕ ИМПЕРИИ,Панов Л.В.,СНЕК,1992,БК0010,Стратегия,1992,,,,Имя файла:2-imperii.zip Формат:zip Размер:419.85 Kb Загружен:16-02-2011 15:48 Скачиваний:118 MD5:d10b07e96a0f51f3799544723511389c,2-imperiic501.zip,,,,,,,,,,,,,,,,,,,,,
204,https://r-games.net/204-dekatlon.html,ДЕКАТЛОН,Ивашинников С.,,1990,БК0010,Спортивная,08.01.1990,,,,Декатлон - легкоатлетическая дисциплина. Бег на 500м.,dekatlona7bd.7z,,,,,,,,,,1395401828_r-games.net_1.png,1395401841_r-games.net_2.png,1395401794_r-games.net_3.png,1395401806_r-games.net_4.png,,,,,,,,
894,https://r-games.net/894-desantnik.html,ДЕСАНТНИК,Савин В.,SW corp.,1989,БК0010,"Драки, Лабиринт, Леталка-Стрелялка, Ралли, Спортивная",01.03.1989,,,Русский,Знаменитый пакет состоящий из 5-ти игр.Перед Вами поставлена задача: за минимальное время проникнуть в штаб противника и уничтожить его. Штаб находится в подземелье и усиленно охраняется.,desantnik9922.zip,,,,,,,,,,,,,,,,,,,,,
893,https://r-games.net/893-desantnik.html,ДЕСАНТНИК,Савин В. (SW corp.),NGS,1994,БК0010,"Драки, Лабиринт, Леталка-Стрелялка, Ралли, Спортивная",1994,,,,"Данная версия игры ДЕСАНТНИК отличается от оригинала только заставкой, в остальном никаких изменений.",desantnik_ngs4537.zip,,,,,,,,,,,,,,,,,,,,,
434,https://r-games.net/434-dzhonni.html,ДЖОННИ,Кузьмин А.Ю.,,1987,БК0010,Аркада,1987,,,,Вы должны помочь роботу Джонни починить водопровод.,johnny224e.zip,,,,,,,,,,,,,,,,,,,,,
435,https://r-games.net/435-dzhungli.html,ДЖУНГЛИ,Березкин Е.,LAIR soft,1991,БК0010,Аркада,1991,,,Русский,"Если Вам по душе динамические игры, связанные с прохождениями лабиринтов, погонями и преследованиями, то игра ""ДЖУНГЛИ"" для Вас! Перед тем, как начинать какое-нибудь дело, необходимо иметь хоть небольшое представление о нем. Вот Вам необходимые сведения об игре ""ДЖУНГЛИ"": Ваши похождения будут проходить в густых зарослях джунглей. Вы встретитесь с очень милыми обезьянами, которые очень любят ананасы. Эти ананасы Вам тоже очень необходимы, т. к. за каждые 10 штук, Вам в награду будет даваться жизнь. Итак игра начинается. Обезьянки свободно гуляют по джунглям, кушают ананасы и избегают встреч с Вами. Вы же ананасов попробовать не можете, пока не поймаете обезьяну. Вот наконец Вы поймали ее. Теперь можно и полакомиться ананасами, но осторожно! Все обезьяны бросаются на помощь попавшей в беду (даже забывают про ананасы) и не успокаиваются, пока Вы не посадите беднягу в клетку. Если же Вам не удастся убежать от них, то прощайтесь с жизнью. Игра продолжается до тех пор, пока Вы не переловите всех обезьян (когда переловите - перейдете в следующий сектор) или растратите все жизни. Вы можете рубить пальмы, находящиеся справа и слева от Вас, но помните, то что срублено - никогда не восстановится (разве что в следующей игре). По прохождении всех секторов Вы получите музыкальный подарок. Добровольный отказ от ""жизни"" - клавиша ""СБР"". Ну что же, я думаю, что краткая картина игры смогла заинтересовать Вас. Если так, начинайте играть. Я думаю, Вы получите большое удовлетворение и хорошо отдохнете, отвлекшись от повседневной жизни. Удачи Вам. Имя файла:jungle.zip Формат:zip Размер:9.87 Kb Загружен:04-02-2011 19:11 Скачиваний:154 MD5:6ab4bc50a47e4a3e4241d31777175631 Документация к игре Имя файла:doc_tanker_dzhungli.zip Формат:zip Размер:2.65 Kb Загружен:23-01-2012 13:45 Скачиваний:95 MD5:c0a2cb39637338a6be8e51faab42013e",jungle1856.zip,,doc_tanker_dzhunglic726.zip,,,,,,,,,,,,,,,,,,,
436,https://r-games.net/436-diversant.html,ДИВЕРСАНТ,Кумандин С.А.,,"1987, 1989",БК0010,Аркада,"1987, 1989",,,Русский,,diversanta978.zip,,diversant31c32.zip,,diw_ay5cf7.zip,,,,,,1296825248_1.jpg,1296825346_2.jpg,1296825248_3.jpg,,,,,,,,,
48342,https://r-games.net/48342-dizzi-zimnee-prikljuchenie.html,ДИЗЗИ: ЗИМНЕЕ ПРИКЛЮЧЕНИЕ,Щербаковский Сергей,,2021,БК0010,Квест,2021,,,Русский,"Ремейк игры ""Log Cabin Dizzy"" для платформы ZX-Spectrum.",dizzy20213e75.zip,,dizzy2021_bkd77fd.zip,,,,,,,,,,,,,,,,,,,
864,https://r-games.net/864-diktator-focal.html,ДИКТАТОР (FOCAL),C&P A&B Software,,1986,БК0010 ФОКАЛ,Стратегия,1986,,,Русский,Имя файла:dictatorfocal.zip Формат:zip Размер:2.7 Kb Загружен:16-02-2011 16:04 Скачиваний:172 MD5:1781ab8b695915cf850e9d120d8f0c7b,dictatorfocalb038.zip,,,,,,,,,,,,,,,,,,,,,
31724,https://r-games.net/31724-domino-beysik.html,ДОМИНО (БЕЙСИК),Никифорова С.М.,"ЦНИИ ""Электроника""",,БК0010-01 БЕЙСИК,Обучающая,,,,,"Обучающая игра для детей. На экране появляется костяшка домино, ребенку нужно правильно ответить, сколько точек изображено на этой самой костяшке.",DOMINO9bf6.zip,,,,,,,,,,,,,,,,,,,,,
766,https://r-games.net/766-doroga.html,ДОРОГА,Латышев А.В.,,1988,БК0010,Ралли,1988,,,,Имя файла:doroga.zip Формат:zip Размер:6.17 Kb Загружен:14-02-2011 18:44 Скачиваний:105 MD5:fa07554f8df88163ced7de6538650b5b,doroga9c30.zip,,,,,,,,,,,,,,,,,,,,,
31721,https://r-games.net/31721-dorozhnye-znaki-beysik.html,ДОРОЖНЫЕ ЗНАКИ (БЕЙСИК),"Алексеева О.А., Кобрунов А.В.","ЦНИИ ""Электроника""",,БК0010-01 БЕЙСИК,Обучающая,,,,Русский,Имя файла:WODOB.zip Формат:zip Размер:3 Kb Загружен:21-06-2013 15:39 Скачиваний:92 MD5:a30c8d89734deb89fc10c9162209805d,WODOB8ac6.zip,,,,,,,,,,,,,,,,,,,,,
30976,https://r-games.net/30976-duel-beysik.html,ДУЭЛЬ (БЕЙСИК),,AEComp,1988,БК0010-01 БЕЙСИК,Стрелялка,1988,,,,"Игра для двоих или против БК. В горной местности находятся два танка. Вы управляете одним из них. Ваша задача, задав нужный угол выстрела, подбить танк противника, соответственно танк противника пытается подбить Вас. К минусам данной игры отнес бы отсутствие пути полета снаряда, с другой стороны тем самым игра усложняется.",Duel7711.7z,,,,,,,,,,1358776143_1.png,1358776206_2.png,,,,,,,,,,
48364,https://r-games.net/48364-edinorog-i-almazy-unicorn-and-diamonds.html,ЕДИНОРОГ И АЛМАЗЫ (UNICORN AND DIAMONDS),Терешенков А.В.,,2024,БК0010,Аркада,2024,,,"Русский, Английский","“Единорог и Алмазы” – это увлекательная экшн-игра, которая предлагает игрокам простое, но захватывающее задание: собрать как можно больше падающих алмазов. Разные алмазы имеют разную стоимость. В игре представлены два уровня сложности: легкий и сложный. Легкий уровень: Здесь игроку нужно сосредоточиться только на сборе алмазов. Игра заканчивается, когда падает последний алмаз. Сложный уровень: На этом уровне задача усложняется – помимо алмазов, начинают падать камни. Если единорог столкнется с камнем, игра закончится. Это требует от игрока быстрой реакции и внимательности.",ponydiamonds-ru-1_0_0-bk0010d696.zip,,ponydiamonds-en-1_0_0-bk00105300.zip,,,,,,,,edinorog_1.png,edinorog_2.png,edinorog_3.png,edinorog_4.png,edinorog_5.png,,,,,,,
895,https://r-games.net/895-ezda-na-avtomobile-beysik.html,ЕЗДА НА АВТОМОБИЛЕ (БЕЙСИК),Лапшин А.Ю.,,,БК0010-01 БЕЙСИК,Ралли,,,,Русский,Имя файла:ezdanaautobasic.zip Формат:zip Размер:2.53 Kb Загружен:16-02-2011 19:14 Скачиваний:101 MD5:d89e6587455443117f6428e7aec6424d,ezdanaautobasic4866.zip,,,,,,,,,,,,,,,,,,,,,
31726,https://r-games.net/31726-elka-beysik.html,ЕЛКА (БЕЙСИК),Осипова Т.Г.,,,БК0010,Обучающая,,,,Русский,Имя файла:ELKA1.zip Формат:zip Размер:3.35 Kb Загружен:21-06-2013 16:49 Скачиваний:75 MD5:52aee53610cbcd04858e75965aee8c4e,ELKA1127f.zip,,,,,,,,,,,,,,,,,,,,,
32581,https://r-games.net/32581-zhaba-klaviaturnyy-trenazher.html,ЖАБА (КЛАВИАТУРНЫЙ ТРЕНАЖЕР),Седельников А.С,TOADER LTD.,1992,БК0010,Обучающая,1992,,,,Имя файла:toad.zip Формат:zip Размер:2.04 Kb Загружен:18-07-2014 13:48 Скачиваний:69 MD5:1e13bbe88aa35450c103427d7ecfa3b7,toada117.zip,,,,,,,,,,,,,,,,,,,,,
30994,https://r-games.net/30994-zhizn-29.html,ЖИЗНЬ-29,Исаков С.Л.,,,БК0010,Логическая,,,,Русский,Имя файла:LIFE29.5.zip Формат:zip Размер:790 b Загружен:22-01-2013 20:14 Скачиваний:74 MD5:9d24b55180135474b49e922a48af90c8,LIFE29.577e8.zip,,,,,,,,,,,,,,,,,,,,,
896,https://r-games.net/896-zhyul-vern-beysik.html,ЖЮЛЬ ВЕРН (БЕЙСИК),,,,БК0010-01 БЕЙСИК,Аркада,,,,,Имя файла:zhulvernbasic.zip Формат:zip Размер:2.23 Kb Загружен:16-02-2011 19:17 Скачиваний:79 MD5:072acf19d5f7c35a83f4f8bd927df2e4,zhulvernbasicc47a.zip,,,,,,,,,,,,,,,,,,,,,
736,https://r-games.net/736-zamok.html,ЗАМОК,,,,БК0010,Квест,,,,,Имя файла:zamok124.zip Формат:zip Размер:3.15 Kb Загружен:14-02-2011 16:01 Скачиваний:118 MD5:639948b08b834b6b72fd8f52adb96b99,zamok1247d6e.zip,,,,,,,,,,,,,,,,,,,,,
439,https://r-games.net/439-zamok-priklyucheniy.html,ЗАМОК ПРИКЛЮЧЕНИЙ,Кузьмин А.Ю.,,1986,БК0010,Аркада,1986,,,,Имя файла:zamok.zip Формат:zip Размер:40.08 Kb Загружен:04-02-2011 19:21 Скачиваний:136 MD5:d763dd9380222cf1c89fc34d52655dc0,zamok0af8.zip,,,,,,,,,,,,,,,,,,,,,
440,https://r-games.net/440-zapretnaya-zona.html,ЗАПРЕТНАЯ ЗОНА,Кузьмин А.Ю.,,1988,БК0010,Аркада,1988,,,Русский,"Вы управляете 2-мя лазерами, которые перемещаются в двух плоскостях. Вам необходимо подбить всех врагов на игровом поле, по мере прохождения игры, врагов становится всё больше. Имя файла:zapzona.zip Формат:zip Размер:7.84 Kb Загружен:04-02-2011 19:23 Скачиваний:90 MD5:d6d3d4b57127deeb5a85dc79e0f865c6",zapzona3af4.zip,,,,,,,,,,,,,,,,,,,,,
298,https://r-games.net/298-zvezdnyy-gonschik.html,ЗВЁЗДНЫЙ ГОНЩИК,Дженгуров Г.В.,АКТ,,БК0010,Леталка-Стрелялка,,,,Русский,Имя файла:zv_gonshik.7z Формат:7z Размер:3.66 Kb Загружен:02-02-2011 20:31 Скачиваний:92 MD5:88e79bcf215f309298dbab3f02def2de,zv_gonshikf084.7z,,,,,,,,,,,,,,,,,,,,,
299,https://r-games.net/299-zvezdnyy-patrul.html,ЗВЁЗДНЫЙ ПАТРУЛЬ,Дженгуров Г.В.,АКТ,1990,БК0010,Леталка-Стрелялка,1990,,,Русский / Английский,Имя файла:starpatrul.zip Формат:zip Размер:6.9 Kb Загружен:02-02-2011 20:33 Скачиваний:100 MD5:5952d6214beda36a570e441ea566347f,starpatrule1a3.zip,,,,,,,,,,,,,,,,,,,,,
20718,https://r-games.net/20718-zvezdnyy-patrul-focal.html,ЗВЕЗДНЫЙ ПАТРУЛЬ (FOCAL),,,,БК0010 ФОКАЛ,Стратегия,,,,Русский,Имя файла:star_patrulfocal.zip Формат:zip Размер:6.58 Kb Загружен:06-05-2011 15:17 Скачиваний:157 MD5:ce0244f22674f1f5d26bb666388aa23d,star_patrulfocal0661.zip,,,,,,,,,,,,,,,,,,,,,
31722,https://r-games.net/31722-zdravstvuyte-chisla-beysik.html,"ЗДРАВСТВУЙТЕ, ЧИСЛА (БЕЙСИК)","Кривенкова Н.А., Алексеева О.А., Солдатова С.А.",,,БК0010-01 БЕЙСИК,Обучающая,,,,Русский,Имя файла:ADDSUB.zip Формат:zip Размер:3.03 Kb Загружен:21-06-2013 15:57 Скачиваний:70 MD5:56e4adfb37cd31b9353dfc1bb11e8277,ADDSUB9d67.zip,,,,,,,,,,,,,,,,,,,,,
442,https://r-games.net/442-zerkalo-v33.html,ЗЕРКАЛО,Кузьминов Николай,,1991,БК0010,Аркада,1991,,,Русский,Ваша задача: управляя световым лучом собрать все монеты.,zerkalo_fix328a.zip,,,,,,,,,,,,,,,,,,,,,
441,https://r-games.net/441-zerkalo.html,ЗЕРКАЛО,"Лебедев М.В., REAF Corp.","BIJ Software, NCL Corp.",1990,БК0010,Аркада,1990,REAF Corp.,REAF Corp.,Русский,"На игровом поле расположены звезды. Ваша задача - собрать их, не оставив на поле ни одной. Игра запускается под БК0010, под БК0010-01 игра не идет, лучше всего использовать эмулятор EMU.",serkalof23ee.zip,,,,,,,,,,,,,,,,,,,,,
443,https://r-games.net/443-zmeelov-beysik.html,ЗМЕЕЛОВ (БЕЙСИК),,,,БК0010-01 БЕЙСИК,Аркада,,,,Русский,Имя файла:zmeelovbasic.zip Формат:zip Размер:2.35 Kb Загружен:04-02-2011 19:31 Скачиваний:75 MD5:1587e20885f959cef75004e49edbb1ca,zmeelovbasic50f2.zip,,,,,,,,,,,,,,,,,,,,,
444,https://r-games.net/444-zmeyka.html,ЗМЕЙКА,Кузнецов С.А.,KScorp.,1992,БК0010,"Аркада, Обучающая",1992,,,Русский,Имя файла:zmeyka.zip Формат:zip Размер:5.8 Kb Загружен:04-02-2011 19:32 Скачиваний:75 MD5:0c45cb7d5e7aeeec10998495c49bdcd3,zmeykaa049.zip,,,,,,,,,,,,,,,,,,,,,
897,https://r-games.net/897-zombi-focal.html,ЗОМБИ (ФОКАЛ),,,,БК0010 ФОКАЛ,,,,,,Имя файла:zomby_foc.zip Формат:zip Размер:2.17 Kb Загружен:16-02-2011 19:21 Скачиваний:65 MD5:63fb323204ff2e9c17fe980b6a755440,zomby_foc37fe.zip,,,,,,,,,,,,,,,,,,,,,
445,https://r-games.net/445-zubastiki.html,ЗУБАСТИКИ,Дженгуров Г.В.,АКТ,,БК0010,Аркада,,,,,,zubastiki5552.7z,,,,,,,,,,1342162970_1.jpg,1296826534_1.jpg,1296826570_2.jpg,,,,,,,,,
568,https://r-games.net/568-igra-v-nim-focal.html,ИГРА В НИМ (FOCAL),,,,БК0011 ФОКАЛ,Логическая,,,,,Имя файла:nim_foc.zip Формат:zip Размер:1.55 Kb Загружен:09-02-2011 00:54 Скачиваний:57 MD5:5d4faa3720c28ab934a48d1a922e9291,nim_foc2f91.zip,,,,,,,,,,,,,,,,,,,,,
300,https://r-games.net/300-izvne.html,ИЗВНЕ,,,,БК0010,,,,,,Жанр: Леталка Разработчик: Дженгуров Г.В. Издатель: АКТ Дата выхода: 15.01.1992 Платформа: БК0010(01)(11М),izvnef0b2.zip,,,,,,,,,,1360584619_1.png,1360584624_2.png,1360584655_3.png,1360584688_4.png,,,,,,,,
737,https://r-games.net/737-indiana-dzhons.html,ИНДИАНА ДЖОНС,Дженгуров Г.В.,АКТ,1991,БК0010,Лабиринт,1991,,,Русский,Имя файла:indianajones.zip Формат:zip Размер:7.34 Kb Загружен:01-10-2012 17:32 Скачиваний:130 MD5:29688cb4c75a962a0ad2914df031121a,indianajonesa4bd.zip,,,,,,,,,,,,,,,,,,,,,
301,https://r-games.net/301-istrebitel.html,ИСТРЕБИТЕЛЬ,,,,БК0010,,,,,,Жанр: Леталка-Стрелялка Разработчик: Шишкин А.В. Издатель: ORICS corp. Дата выхода: 1992 Платформа: БК0010(01)(11М),istrebitel5568.zip,,,,,,,,,,1360584383_1.png,1360584298_2.png,1360584390_3.png,,,,,,,,,
